label,Year,Month,include,freq,fixfreq,freqerr,Amp noise level,amp,fixamp,amperr,phase,brute,fixphase,phaseerr,Multiplet Freq,Multiplet Difference,Combination Difference,Combination Sum,Periods
f1109,1990,8,TRUE,2383.943606,FALSE,0.048664087,2.452934811,6.380703971,FALSE,0.393000956,0.018917411,FALSE,FALSE,0.009823428,,,,,
f3308,1993,11,TRUE,2400.194694,FALSE,0.114423607,3.717362656,7.5558483,FALSE,0.473558809,0.547169943,FALSE,FALSE,0.010064259,,,,,
f2406,1991,10,TRUE,2405.768472,FALSE,0.190819461,2.956300422,6.893428992,FALSE,0.376522396,0.171291762,FALSE,FALSE,0.00863958,,,,,
f0414,1989,12,TRUE,2412.487398,FALSE,0.092738362,2.763154899,3.400661138,FALSE,0.360378472,0.727846154,FALSE,FALSE,0.016819492,,,,,
f2102,1991,1,TRUE,2416.217432,FALSE,4.730040746,11.9400935,23.38820828,FALSE,1.256614011,0.249225464,FALSE,FALSE,0.008419879,,,,,
f2602,1991,12,TRUE,2417.89822,FALSE,0.069393437,4.171581856,12.43080668,FALSE,0.556037101,0.614468781,FALSE,FALSE,0.007227251,,,,,
f1205,1990,6,TRUE,2438.408883,FALSE,0.303404988,4.478421347,7.399092673,FALSE,0.634369795,0.553637555,FALSE,FALSE,0.014802253,,,,,
f1132,1988,10,,2446.4661,,0.2822,0,0.84943,,,,,,,,,,,408.7528538
f4106,2003,0,TRUE,2456.347334,FALSE,0.01430547,2.283799702,9.903648464,FALSE,0.329967806,0.23555471,FALSE,FALSE,0.005277378,,,,,
f2502,1991,11,TRUE,2461.965185,FALSE,0.025282368,2.161875091,11.9854894,FALSE,0.25780593,0.292357718,FALSE,FALSE,0.003423614,,,,,
f1051,1988,12,,2472.9801,,0.0109,0,2.8497,,,,,,,,,,,404.3704193
f2306,1991,9,TRUE,2480.747801,FALSE,0.051326089,3.814605342,6.229095217,FALSE,0.284228055,0.867790591,FALSE,FALSE,0.007416851,,,,,
f8174,2013,0,,2486.907,,0.0342,0,2.3776,,0.21577,,,,,f8117,5.3284,,,402.1059091
f2101,1991,7,TRUE,2488.011196,FALSE,1.361741155,4.822327841,16.59752392,FALSE,0.411777214,0.53817237,FALSE,FALSE,0.003915552,,,,,
f1604,1990,12,TRUE,2490.864374,FALSE,0.13549661,4.81294557,10.91201836,FALSE,0.747232313,0.394855662,FALSE,FALSE,0.010844409,,,,,
f0108,1985,9,TRUE,2491.089608,FALSE,0.132188024,3.93177497,9.966867454,FALSE,0.823502543,0.31678408,FALSE,FALSE,0.013946599,f0140,6.279925965,,,
f0405,1989,12,TRUE,2491.548228,FALSE,0.038962246,2.763154899,8.344734127,FALSE,0.369428878,0.66185978,FALSE,FALSE,0.006947572,,,,,
f9006,2018,0,,2492.05,,0.03,0,5.7,,0.5,,,,,,,,,
f6023,1988,11,,2492.094,,,0,5.6,,,,,,,"f6024, f6025","5.346, 10.692",,,401.269
f6007,1985,8,,2492.16,,,0,4.4,,,,,,,"f6008, f6009","5.28, 10.36",,,401.258
f9206,2022,9,TRUE,2492.188788,FALSE,0.006489036,0.664442269,2.380685738,FALSE,0.069361478,0.509350656,FALSE,FALSE,0.004633345,f9208,4.991580805,,,
f7030,2008,9,TRUE,2492.205861,,0.78797499,0,5.52041418,,,,,,,,,,,401.2509624
f8117,2013,0,,2492.2354,,0.0151,0,4.9815,,0.2181,,,,,f8174,5.3284,,,401.2462065
f8009,2012,0,TRUE,2492.255313,FALSE,0.022508075,1.968314894,4.75079583,FALSE,0.30948761,0.803988468,FALSE,FALSE,0.010363287,,,,,
f6037,1989,9,,2492.268,,,0,9.7,,,,,,,"f6038, f6039","4.85, 9.815",,,401.241
f9109,2021,8,TRUE,2492.400081,FALSE,0.003926444,0.9027398,5.20161735,FALSE,0.08729029,0.427115099,FALSE,FALSE,0.002672204,"f9120, f9121","4.77460993973636, 9.574390404731275",,,
f9012,2020,0,,2492.41,,0.01,0,9.3,,0.3,,,,,,,,,
f6066,1993,9,,2492.412,,,0,6,,,,,,,f6067,9.36,,,401.218
f0301,1989,8,TRUE,2492.427093,FALSE,0.013432724,1.81786994,8.656262962,FALSE,0.248984658,0.581995498,FALSE,FALSE,0.00457817,,,,,
f0602,1989,10,TRUE,2492.429777,FALSE,0.013727064,1.792425168,7.380608684,FALSE,0.21976814,0.471184466,FALSE,FALSE,0.004737452,,,,,
f0502,1989,11,TRUE,2492.495159,FALSE,0.027431038,3.381870344,9.998138294,FALSE,0.363715405,0.116731673,FALSE,FALSE,0.005810798,,,,,
f1504,1990,11,TRUE,2492.599713,FALSE,0.043982093,3.975933877,10.22513705,FALSE,0.394373317,0.824721192,FALSE,FALSE,0.006146695,,,,,
f6052,1992,9,,2492.82,,,0,11.2,,,,,,,f6053,8.8,,,401.152
f3406,1993,12,TRUE,2493.389279,FALSE,0.101446778,3.47641073,6.052509512,FALSE,0.460448819,0.933682608,FALSE,FALSE,0.012152408,,,,,
f2003,1989,7,,2494.7258,,0.1363,0,6.7573,,0.35113,,,,,,,,,
f8107,2013,8,TRUE,2494.769167,FALSE,0.479826205,6.961304592,11.83008595,FALSE,1.030211255,0.032187614,FALSE,FALSE,0.01381861,,,,,
f0008,1975,0,TRUE,2495.029377,FALSE,2.906712564,4.894468264,10.75944892,FALSE,1.138348763,0.652877587,FALSE,FALSE,0.016732336,,,,,
f6038,1989,9,,2497.118,,,0,1.3,,,,,,,"f6037, f6039","4.85, 4.965",,,400.462
f9120,2021,8,TRUE,2497.174691,FALSE,0.014112568,0.9027398,1.453157247,FALSE,0.087469928,0.685044702,FALSE,FALSE,0.009569839,"f9109, f9121","4.774609939736365, 4.79978046499491",,,
f9208,2022,9,TRUE,2497.180369,FALSE,0.014545187,0.664442269,1.062345817,FALSE,0.069345849,0.526203223,FALSE,FALSE,0.010385836,"f9206, f9207","4.99158080491906, 5.097758481834717",,,
f0140,1985,9,TRUE,2497.387046,FALSE,0.167239201,3.93177497,8.029761816,FALSE,0.823856258,0.783403569,FALSE,FALSE,0.017311841,f0108,6.279925965,,,
f6008,1985,8,,2497.44,,,0,7,,,,,,,"f6007, f6009","5.28, 5.08",,,400.41
f6024,1988,11,,2497.44,,,0,5.8,,,,,,,"f6023, f6025","5.346, 5.346",,,400.41
f0206,1985,10,TRUE,2499.457902,FALSE,0.020534506,4.710128817,9.728201581,FALSE,0.503347807,0.837872558,FALSE,FALSE,0.008173795,,,,,
f6053,1992,9,,2501.62,,,0,4.5,,,,,,,f6052,8.8,,,399.741
f6067,1993,9,,2501.772,,,0,5.7,,,,,,,f6066,9.36,,,399.717
f9121,2021,8,TRUE,2501.974471,FALSE,0.014851997,0.9027398,1.38051213,FALSE,0.087327131,0.746048009,FALSE,FALSE,0.01006921,"f9109, f9120","9.574390404731275, 4.79978046499491",,,
f6039,1989,9,,2502.083,,,0,4.9,,,,,,,"f6037, f6038","9.815, 4.965",,,399.667
f4104,2003,0,TRUE,2502.236142,FALSE,0.012753619,2.283799702,11.13871661,FALSE,0.330266057,0.616608356,FALSE,FALSE,0.004698661,,,,,
f9207,2022,9,TRUE,2502.278127,FALSE,0.006591214,0.664442269,2.342288675,FALSE,0.069284404,0.244869394,FALSE,FALSE,0.004711591,f9208,5.097758482,,,
f7031,2008,9,TRUE,2502.284894,,0.68579671,0,11.73102831,,,,,,,,,,,399.6347509
f8139,2013,0,,2502.2949,,0.0269,0,3.0674,,0.22361,,,,,,,,,399.6331528
f6009,1985,8,,2502.52,,,0,8.8,,,,,,,"f6007, f6008","10.36, 5.08",,,399.613
f6025,1988,11,,2502.786,,,0,10,,,,,,,"f6023, f6024","10.692, 5.346",,,399.555
f2403,1991,10,TRUE,2502.80662,FALSE,0.126123839,2.956300422,10.40015988,FALSE,0.37464964,0.802177113,FALSE,FALSE,0.005677576,,,,,
f1052,1988,12,,2502.8417,,0.0039,0,5.2572,,,,,,,,,,,399.5458442
f1133,1988,10,,2503.0429,,0.3004,0,0.99527,,,,,,,,,,,399.5137279
f1102,1990,8,TRUE,2503.933971,FALSE,0.031045425,2.452934811,9.954299751,FALSE,0.391554261,0.120229306,FALSE,FALSE,0.006255218,,,,,
f3305,1993,11,TRUE,2503.979968,FALSE,0.101149533,3.717362656,9.146679812,FALSE,0.47999325,0.975778702,FALSE,FALSE,0.008309973,,,,,
f1405,1990,10,TRUE,2504.03978,FALSE,0.012692377,3.552673163,9.907962012,FALSE,0.56231418,0.057896685,FALSE,FALSE,0.009030875,,,,,
f1201,1990,6,TRUE,2507.211135,FALSE,0.419431304,4.478421347,5.014886693,FALSE,0.645597986,0.055087467,FALSE,FALSE,0.019664319,,,,,
f3201,1993,7,TRUE,2511.398076,FALSE,9.511614783,7.980671967,13.82560971,FALSE,0.772764035,0.206977596,FALSE,FALSE,0.008863138,,,,,
f1134,1988,10,,2520.4573,,0.1731,0,1.6316,,,,,,,,,,,396.7533987
f1053,1988,12,,2523.0808,,0.0096,0,2.8256,,,,,,,,,,,396.3408544
f1054,1988,12,,2553.2717,,0.0082,0,2.5918,,,,,,,,,,,391.6543625
f0412,1989,12,TRUE,2583.556194,FALSE,0.091013983,2.763154899,3.460029902,FALSE,0.366005033,0.894632518,FALSE,FALSE,0.016361206,,,,,
f3306,1993,11,TRUE,2586.311616,FALSE,0.118924211,3.717362656,7.651330359,FALSE,0.479225208,0.399314424,FALSE,FALSE,0.009837482,,,,,
f8182,2013,0,,2591.7969,,0.0345,0,2.1157,,0.21094,,,,,,,,,385.8327016
f9247,2022,9,TRUE,2594.975089,FALSE,0.020424869,0.664442269,0.755492431,FALSE,0.069261752,0.214092813,FALSE,FALSE,0.014597174,,,,,
f9108,2021,8,TRUE,2598.082337,FALSE,0.017512288,0.9027398,1.164808191,FALSE,0.087140404,0.746585204,FALSE,FALSE,0.011914412,,,,,
f4008,1994,5,TRUE,2603.976012,FALSE,0.407830783,9.062693998,11.63959213,FALSE,2.153019274,0.8964147,FALSE,FALSE,0.029646119,,,,,
f8165,2013,0,,2609.3057,,0.031,0,2.4845,,0.21827,,,,,,,,,383.2437112
f8140,2013,0,,2625.2376,,0.0281,0,2.8334,,0.21784,,,,,,,,,380.9179024
f1511,1990,11,TRUE,2636.342625,FALSE,0.089172619,3.975933877,5.055123181,FALSE,0.393666895,0.847066777,FALSE,FALSE,0.012512213,,,,,
f4112,2003,0,TRUE,2640.273938,FALSE,0.033160182,2.283799702,4.28267069,FALSE,0.329222722,0.036515197,FALSE,FALSE,0.012234814,,,,,
f9204,2022,9,TRUE,2642.66239,FALSE,0.011013288,0.664442269,1.402345917,FALSE,0.069272199,0.011928102,FALSE,FALSE,0.007864571,f9201+f9202,7.876731875,,,
f1135,1988,10,,2683.8181,,0.2086,0,1.0608,,,,,,,,,,,372.6034935
f4111,2003,0,TRUE,2687.525604,FALSE,0.028499566,2.283799702,4.985302364,FALSE,0.329460514,0.456993667,FALSE,FALSE,0.010494016,,,,,
f3321,1993,11,TRUE,2688.796884,FALSE,0.196417655,3.717362656,4.377789076,FALSE,0.471780956,0.044921079,FALSE,FALSE,0.017156917,,,,,
f1055,1988,12,,2691.6567,,0.0189,0,1.4655,,,,,,,f1056,1.6937,,,371.5184035
f8017,2012,0,TRUE,2693.028551,FALSE,0.030675532,1.968314894,3.483265519,FALSE,0.309168514,0.869704167,FALSE,FALSE,0.014129914,,,,,
f8133,2013,0,,2693.0435,,0.0221,0,3.3647,,0.2105,,,,,f8176,9.4614,,,371.3270877
f8208,2017,10,TRUE,2693.137874,FALSE,0.081119496,4.970141408,8.173069522,FALSE,1.054127226,0.940501646,FALSE,FALSE,0.020549356,,,,,
f1056,1988,12,,2693.3504,,0.0199,0,1.3699,,,,,,,f1055,1.6937,,,371.284776
f9248,2022,9,TRUE,2695.09794,FALSE,0.02046807,0.664442269,0.755171153,FALSE,0.069287134,0.713686373,FALSE,FALSE,0.014632191,f9249,2.739680005,,,
f9249,2022,9,TRUE,2697.83762,FALSE,0.022190035,0.664442269,0.69653416,FALSE,0.069284875,0.905466297,FALSE,FALSE,0.01586314,f9248,2.739680005,,,
f0005,1975,0,TRUE,2699.999055,FALSE,2.198244619,4.894468264,14.43339457,FALSE,1.147947987,0.044734669,FALSE,FALSE,0.01248694,,,,,
f8176,2013,0,,2702.5049,,0.0332,0,2.2314,,0.21159,,,,,f8133,9.4614,,,370.0270812
f8181,2013,0,,2757.1521,,0.0336,0,2.1768,,0.21113,,,,,,,,,362.6930847
f1057,1988,12,,2761.0431,,0.0073,0,2.4961,,,,,,,,,,,362.1819594
f0139,1985,9,TRUE,2771.519384,FALSE,0.183183095,3.93177497,7.266750265,FALSE,0.843039483,0.905672728,FALSE,FALSE,0.018732227,,,,,
f0204,1985,10,TRUE,2777.387717,FALSE,0.021264623,4.710128817,9.629004511,FALSE,0.501910078,0.55372098,FALSE,FALSE,0.008452897,,,,,
f1136,1988,10,,2780.9158,,0.7969,0,0.73626,,,,,,,,,,,359.5937712
f0104,1985,9,TRUE,2791.782189,FALSE,0.104129917,3.93177497,12.68949599,FALSE,0.840769724,0.057087962,FALSE,FALSE,0.010748275,,,,,
f1137,1988,10,,2797.8721,,0.4156,0,1.4138,,,,,,,,,,,357.4144794
f4016,1994,5,TRUE,2799.529756,FALSE,0.385561837,9.062693998,12.37278056,FALSE,2.165387731,0.393739424,FALSE,FALSE,0.027921615,,,,,
f8164,2013,0,,2801.5223,,0.0304,0,2.3856,,0.20937,,,,,,,,,356.9487917
f0120,1985,9,TRUE,2822.762621,FALSE,0.16251362,3.93177497,7.712771732,FALSE,0.83038958,0.540217963,FALSE,FALSE,0.01688078,,,,,
f9116,2021,8,TRUE,2825.685475,FALSE,0.021343343,0.9027398,0.955233588,FALSE,0.087141023,0.491630957,FALSE,FALSE,0.01452243,,,,,
f4110,2003,0,TRUE,2828.884526,FALSE,0.033989616,2.283799702,4.147218387,FALSE,0.327184334,0.209238403,FALSE,FALSE,0.012574741,,,,,
f1058,1988,12,,2839.5208,,0.0113,0,1.6985,,,,,,,,,,,352.1720989
f3407,1993,12,TRUE,2845.913142,FALSE,0.108865234,3.47641073,5.822157216,FALSE,0.461007185,0.726816455,FALSE,FALSE,0.013055058,,,,,
f0010,1975,0,TRUE,2886.799457,FALSE,4.323175323,4.894468264,7.506278053,FALSE,1.154911746,0.789460232,FALSE,FALSE,0.024459479,,,,,
f1059,1988,12,,2890.8395,,0.0138,0,1.3723,,,,,,,,,,,345.9202768
f9117,2021,8,TRUE,2930.005754,FALSE,0.021088016,0.9027398,0.967410237,FALSE,0.087146928,0.010595249,FALSE,FALSE,0.014349774,,,,,
f3310,1993,11,TRUE,2931.652292,FALSE,0.134375446,3.717362656,6.302657551,FALSE,0.472390515,0.957907422,FALSE,FALSE,0.011923634,,,,,
f1060,1988,12,,3018.1701,,0.0091,0,1.9472,,,,,,,,,,,331.3265876
f0006,1975,0,TRUE,3039.116955,FALSE,2.584056964,4.894468264,12.42709568,FALSE,1.152481761,0.810410081,FALSE,FALSE,0.014503581,,,,,
f0416,1989,12,TRUE,3073.615157,FALSE,0.109304737,2.763154899,2.802266297,FALSE,0.353675283,0.90921531,FALSE,FALSE,0.020096378,,,,,
f1061,1988,12,,3098.907,,0.0124,0,1.4259,,,,,,,,,,,322.694421
f3309,1993,11,TRUE,3107.220324,FALSE,0.120722543,3.717362656,7.003630309,FALSE,0.471828333,0.781259165,FALSE,FALSE,0.010727181,,,,,
f9115,2021,8,TRUE,3107.922434,FALSE,0.016294918,0.9027398,1.252656467,FALSE,0.087149038,0.091628454,FALSE,FALSE,0.011088648,,,,,
f3405,1993,12,TRUE,3108.084508,FALSE,0.097577834,3.47641073,6.245334787,FALSE,0.462241263,0.796101618,FALSE,FALSE,0.011700763,,,,,
f9250,2022,9,TRUE,3126.223948,FALSE,0.023178328,0.664442269,0.665739547,FALSE,0.069289848,0.220145214,FALSE,FALSE,0.01657222,,,,,
f9251,2022,9,TRUE,3158.851046,FALSE,0.020028418,0.664442269,0.771011745,FALSE,0.069298537,0.922251574,FALSE,FALSE,0.014311489,f9200+f9202,7.822510321,,,
f8212,2017,10,TRUE,3161.482612,FALSE,0.132224142,4.970141408,5.010402269,FALSE,1.053719738,0.024913185,FALSE,FALSE,0.033512653,,,,,
f8160,2013,0,,3162.6284,,0.0282,0,2.5702,,0.21274,,,,,,,,,316.1926959
f0415,1989,12,TRUE,3218.886378,FALSE,0.100249717,2.763154899,3.045677426,FALSE,0.353465731,0.442301996,FALSE,FALSE,0.018438905,,,,,
f1063,1988,12,,3248.2569,,0.01,0,2.3568,,,,,,,f1064,3.0607,,,307.8574235
f3203,1993,7,TRUE,3255.100735,FALSE,14.42167998,7.980671967,9.324310679,FALSE,0.767197651,0.661792567,FALSE,FALSE,0.01345048,,,,,
f0209,1985,10,TRUE,3255.130994,FALSE,0.028387632,4.710128817,7.056042969,FALSE,0.499956779,0.301217473,FALSE,FALSE,0.011276213,,,,,
f0009,1975,0,TRUE,3259.261944,FALSE,3.156876066,4.894468264,10.04660852,FALSE,1.133148807,0.368816643,FALSE,FALSE,0.017992354,,,,,
f0122,1985,9,TRUE,3266.732579,FALSE,0.255583023,3.93177497,4.838010671,FALSE,0.816834283,0.742065604,FALSE,FALSE,0.026932771,,,,,
f3404,1993,12,TRUE,3275.348877,FALSE,0.074136514,3.47641073,8.268610193,FALSE,0.461325122,0.73026466,FALSE,FALSE,0.008885319,,,,,
f3312,1993,11,TRUE,3275.439366,FALSE,0.129693788,3.717362656,6.497596735,FALSE,0.47171157,0.839952657,FALSE,FALSE,0.011551156,,,,,
f8110,2013,8,TRUE,3275.732083,FALSE,0.787454795,6.961304592,7.233811917,FALSE,1.026831084,0.826779213,FALSE,FALSE,0.022655956,,,,,
f3106,1993,8,TRUE,3306.037018,FALSE,0.056334107,3.805958502,5.347295012,FALSE,0.386137962,0.810993837,FALSE,FALSE,0.011921059,,,,,
f9252,2022,9,TRUE,3335.518896,FALSE,0.011117959,0.664442269,1.387744822,FALSE,0.069282991,0.725514506,FALSE,FALSE,0.007949546,,,,,
f1140,1988,10,,3372.2393,,0.4285,0,0.58582,,,,,,,,,,,296.5388607
f1141,1988,10,,3397.9252,,0.2456,0,1.0133,,,,,,,,,,,294.2972376
f1065,1988,12,,3428.095,,0.011,0,1.5781,,,,,,,,,,,291.7072018
f9253,2022,9,TRUE,3434.562479,FALSE,0.022709979,0.664442269,0.679411507,FALSE,0.069283475,0.295012946,FALSE,FALSE,0.016239005,,,,,
f8185,2013,0,,3460.7136,,0.036,0,1.9992,,0.20815,,,,,,,,,288.9577456
f0619,1989,10,TRUE,3464.308771,FALSE,0.034877449,1.792425168,2.917697766,FALSE,0.219647554,0.301894844,FALSE,FALSE,0.012045363,,,,,
f3102,1993,8,TRUE,3472.19419,FALSE,0.039789328,3.805958502,8.046251579,FALSE,0.385354921,0.32207838,FALSE,FALSE,0.008420047,,,,,
f2307,1991,9,TRUE,3484.011691,FALSE,0.051070768,3.814605342,6.119925826,FALSE,0.292419628,0.777432533,FALSE,FALSE,0.007586538,,,,,
f0211,1985,10,TRUE,3495.067972,FALSE,0.037331918,4.710128817,5.312355389,FALSE,0.500404408,0.046913731,FALSE,FALSE,0.014826368,,,,,
f0302,1989,8,TRUE,3511.220969,FALSE,0.019401474,1.81786994,6.003397286,FALSE,0.249802293,0.094042296,FALSE,FALSE,0.006641806,,,,,
f2105,1991,7,TRUE,3514.353489,FALSE,3.274895843,4.822327841,7.670582593,FALSE,0.424285105,0.558308261,FALSE,FALSE,0.008667655,,,,,
f2405,1991,10,TRUE,3521.537592,FALSE,0.182585366,2.956300422,7.375759292,FALSE,0.380326694,0.507819724,FALSE,FALSE,0.008045578,,,,,
f2002,1989,7,,3522.411,,0.1086,0,8.4414,,0.35043,,,,,,,,,
f0505,1989,11,TRUE,3522.504475,FALSE,0.042420066,3.381870344,6.387806189,FALSE,0.362529113,0.989851257,FALSE,FALSE,0.009058621,,,,,
f0123,1985,9,TRUE,3522.703881,FALSE,0.246351698,3.93177497,5.02844498,FALSE,0.814730461,0.845453048,FALSE,FALSE,0.025819126,,,,,
f1103,1990,8,TRUE,3522.716654,FALSE,0.051009089,2.452934811,6.03489566,FALSE,0.390649173,0.586382045,FALSE,FALSE,0.010302055,,,,,
f6041,1989,9,,3522.726,,,0,6.4,,,,,,,,,,,283.871
f6054,1992,9,,3522.75,,,0,6.9,,,,,,,,,,,283.869
f1407,1990,10,TRUE,3522.75399,FALSE,0.032451784,3.552673163,3.872058178,FALSE,0.561987992,0.470722151,FALSE,FALSE,0.023105587,,,,,
f9110,2021,8,TRUE,3522.767925,FALSE,0.006193673,0.9027398,3.293741705,FALSE,0.087161831,0.333386822,FALSE,FALSE,0.00421555,,,,,
f0604,1989,10,TRUE,3522.777897,FALSE,0.017764681,1.792425168,5.728372212,FALSE,0.219683368,0.923898089,FALSE,FALSE,0.006135272,,,,,
f9019,2020,0,,3522.78,,0.02,0,5.6,,0.3,,,,,,,,,
f7032,2008,9,TRUE,3522.792639,,0.00294821,0,3.3282586,,,,,,,,,,,283.8657005
f1507,1990,11,TRUE,3522.803611,FALSE,0.077692869,3.975933877,6.072687263,FALSE,0.394155672,0.473585523,FALSE,FALSE,0.010932562,,,,,
f8153,2013,0,,3522.8102,,0.0264,0,2.7263,,0.2079,,,,,,,,,283.8642854
f6029,1988,11,,3522.816,,,0,3.5,,,,,,,,,,,283.864
f8013,2012,0,TRUE,3522.824071,FALSE,0.039261774,1.968314894,2.721007187,FALSE,0.308707809,0.094194091,FALSE,FALSE,0.018082256,,,,,
f4114,2003,0,TRUE,3522.851609,FALSE,0.050046881,2.283799702,2.816254705,FALSE,0.327380778,0.202807034,FALSE,FALSE,0.018530945,,,,,
f6013,1985,8,,3522.9,,,0,3.5,,,,,,,,,,,283.857
f0407,1989,12,TRUE,3522.926078,FALSE,0.043089993,2.763154899,6.586424253,FALSE,0.353239844,0.767834347,FALSE,FALSE,0.007928904,,,,,
f6074,1993,9,,3522.948,,,0,3.6,,,,,,,,,,,283.853
f2507,1991,11,TRUE,3523.274531,FALSE,0.057550501,2.161875091,5.273007914,FALSE,0.257819116,0.213466234,FALSE,FALSE,0.007795891,,,,,
f1207,1990,6,TRUE,3528.504045,FALSE,0.426096398,4.478421347,4.765187431,FALSE,0.55209404,0.393895424,FALSE,FALSE,0.018460869,,,,,
f2608,1991,12,TRUE,3534.496819,FALSE,0.139937048,4.171581856,5.601599799,FALSE,0.554200571,0.807823627,FALSE,FALSE,0.01464401,,,,,
f2304,1991,9,TRUE,3541.810931,FALSE,0.03812878,3.814605342,8.206604256,FALSE,0.293260857,0.845789925,FALSE,FALSE,0.005745597,,,,,
f1066,1988,12,,3546.0658,,0.0094,0,2.2143,,,,,,,,,,,282.0026634
f1142,1988,10,,3584.9301,,0.1893,0,1.4193,,,,,,,,,,,278.9454668
f1067,1988,12,,3596.3737,,0.0156,0,1.6507,,,,,,,,,,,278.057867
f2414,1991,10,TRUE,3600.380581,FALSE,0.349322429,2.956300422,3.837928699,FALSE,0.380805136,0.22610772,FALSE,FALSE,0.01542283,,,,,
